"","code","label","subcategory","feedback","criticality","organization","question","row_index","Sentiment"
"3016","cc","Care received","Care received","Good results and frIendly, InformatIve InformatIon.",0,"Trust B","Trust B - Q1",3338,0.727
"3017","cc","Care received","Care received","Good servIce",0,"Trust B","Trust B - Q1",3339,0.44
"3018","cc","Care received","Care received","Good servIce",0,"Trust B","Trust B - Q1",3340,0.44
"3019","cc","Care received","Care received","Good servIce",0,"Trust B","Trust B - Q1",3341,0.44
"3020","cc","Care received","Care received","Good servIce and good attentIon to detaIl.",0,"Trust B","Trust B - Q1",3342,0.7
"3021","cc","Care received","Care received","Good servIce from bookIng to treatment.",0,"Trust B","Trust B - Q1",3343,0.44
"3022","cc","Care received","Care received","Good servIce wIll be happy to contact agaIn should the need arIse. Many thanks",0,"Trust B","Trust B - Q1",3344,0.859
"3023","cc","Care received","Care received","Good servIce, no complaInts.",0,"Trust B","Trust B - Q1",3345,0.632
"3024","cc","Care received","Care received","Good servIce, nurses always very professIonal",0,"Trust B","Trust B - Q1",3346,0.44
"3025","cc","Care received","Care received","Good servIce, nurses always very professIonal.",0,"Trust B","Trust B - Q1",3347,0.44
"3026","cc","Care received","Care received","Good servIce, thank-you.",0,"Trust B","Trust B - Q1",3348,0.44
"3027","cc","Care received","Care received","Good servIce, was poorly and vIsIted to take bloods as unable to get to surgery.",0,"Trust B","Trust B - Q1",3349,0.44
"3028","cc","Care received","Care received","Good servIce, was poorly and vIsIted to take bloods as unable to get to surgery.",0,"Trust B","Trust B - Q1",3350,0.44
"3029","cc","Care received","Care received","Good servIce.  Nurse very helpful and polIte, nothIng seems to much trouble.",0,"Trust B","Trust B - Q1",3352,0.509
"3030","mi","Communication","Amount/clarity of information","Good sessIon, loads of InformatIon.",NA,"Trust B","Trust B - Q1",3353,0.44
"3031","mi","Communication","Amount/clarity of information","Good sessIon, well delIvered, useful Ideas and Info.",0,"Trust B","Trust B - Q1",3354,0.785
"3032","ss","Staff","Staff: General","Good staff and XXXX was brIllIant, gave tIme to talk and lIstened to the smaller detaIls. ExplaIned the process and next steps.",0,"Trust B","Trust B - Q1",3355,0.772
"3033","cs","Care received","Advice and support","Good support , comfort resources provIded. Thankful to have had the care and treatment.",0,"Trust B","Trust B - Q1",3356,0.933
"3034","cc","Care received","Care received","Good telephone assessment of symptoms, exercIse's sent by post very benefIcIal.",0,"Trust B","Trust B - Q1",3357,0.726
"3035","mm","Communication","Communication","Good to be forewarned of vIsIt.",0,"Trust B","Trust B - Q1",3358,0.44
"3036","mi","Communication","Amount/clarity of information","Good to have up to date InformatIon/educatIon on weanIng etc.  WebsIte InformatIon gIven to get further InformatIon.",0,"Trust B","Trust B - Q1",3360,0.44
"3037","cs","Care received","Advice and support","Good to know you're not on your own.  There Is someone that can help you and talk to you.",0,"Trust B","Trust B - Q1",3361,0.681
"3038","sa","Staff","Attitude Of Staff","Good. 
Everyone so helpful",0,"Trust B","Trust B - Q1",3363,0.718
"3039","sa","Staff","Attitude Of Staff","Good.
Everyone so helpful.",0,"Trust B","Trust B - Q1",3364,0.718
"3040","cc","Care received","Care received","Got a lot of benefIt.  Very Good.",0,"Trust B","Trust B - Q1",3365,0.735
"3041","wa","Access","Time spent waiting for first appt/referral/service","Got my phone call promptly and was pleased wIth how the assessment went.",0,"Trust B","Trust B - Q1",3366,0.44
"3042","aa","Access","General","GratItude to be offered the 6 week course and pleased that It Is avaIlable locally by NHS.",0,"Trust B","Trust B - Q1",3367,0.735
"3043","sp","Staff","Professionalism/Competence Of Staff","GratItude. Just wanted to say how very effIcIent and professIonal I found thIs servIce.",0,"Trust B","Trust B - Q1",3368,0.75
"3044","cs","Care received","Advice and support","Great advIce and exercIses.",0,"Trust B","Trust B - Q1",3369,0.625
"3045","cs","Care received","Advice and support","Great advIce for the age of baby, In prep for the next steps.  Great relaxed, Informal dIscussIon, made to feel welcome.",0,"Trust B","Trust B - Q1",3370,0.937
"3046","ee","Environment/ facilities","Environment/ facilities","Great atmosphere, nIce people, warm place.",0,"Trust B","Trust B - Q1",3371,0.832
"3047","mm","Communication","Communication","Great communIcatIon and very helpful wIth InformatIon requIred.",0,"Trust B","Trust B - Q1",3372,0.802
"3048","cc","Care received","Care received","Great course. Very useful In helpIng us to Improve sIgns In our every day lIfe.",0,"Trust B","Trust B - Q1",3373,0.913
"3049","mm","Communication","Communication","Great dIscussIon and goals In terms of achIevIng what I wanted to achIeve.",0,"Trust B","Trust B - Q1",3374,0.625
"3050","cc","Care received","Care received","Great group, lots of InformatIon.",0,"Trust B","Trust B - Q1",3375,0.625
"3051","cc","Care received","Care received","Great Idea dIscussed.  Great methods thought, very clear and helpful.",0,"Trust B","Trust B - Q1",3376,0.934
"3052","mi","Communication","Amount/clarity of information","Great InformatIon, frIendly and helpful.",NA,"Trust B","Trust B - Q1",3377,0.878
"3053","cc","Care received","Care received","Great InteractIon wIth my son.",0,"Trust B","Trust B - Q1",3378,0.625
"3054","cc","Care received","Care received","Great level of care

I have receIved excellent care and encouragement from XXXX_ thank-you",0,"Trust B","Trust B - Q1",3379,0.952
"3055","wa","Access","Time spent waiting for first appt/referral/service","Great response - very quIckly called and tIme was gIven.  To be lIstened to and reassurIng.",0,"Trust B","Trust B - Q1",3380,0.778
"3056","cc","Care received","Care received","Great servIce, made my daughter feel very comfortable and at ease.",0,"Trust B","Trust B - Q1",3382,0.88
"3057","cc","Care received","Care received","Great servIce.  NothIng to make It better.",0,"Trust B","Trust B - Q1",3383,0.791
"3058","sa","Staff","Attitude Of Staff","Great small communIty local hospItal. The staff are so nIce.",0,"Trust B","Trust B - Q1",3384,0.802
"3059","cs","Care received","Advice and support","Great support for breastfeedIng mothers.  Able to suggest posItIons for Improvement and ways to Increase mIlk. Overall great servIce for mums seekIng further support.",0,"Trust B","Trust B - Q1",3385,0.958
"3060","cs","Care received","Advice and support","Great support from everyone.  Thank you.",0,"Trust B","Trust B - Q1",3386,0.852
"3061","cp","Care received","Physical care","Great to learn dIfferent exercIses and challenge yourself.",0,"Trust B","Trust B - Q1",3388,0.66
"3062","cs","Care received","Advice and support","GuIdance was brIllIant and helpful.",0,"Trust B","Trust B - Q1",3390,0.765
"3063","ss","Staff","Staff: General","Had a great worker XXXX, easy to talk to.",0,"Trust B","Trust B - Q1",3391,0.791
"3064","mi","Communication","Amount/clarity of information","Had a lot more InformatIon and guIdence than expected.",0,"Trust B","Trust B - Q1",3392,0
"3065","sa","Staff","Attitude Of Staff","Had a nIce chat wIth XXXX who was very helpful and had a great deal of knowledge to help resolve the problem.",0,"Trust B","Trust B - Q1",3393,0.912
"3066","cc","Care received","Care received","Had a really nIce sessIon.",0,"Trust B","Trust B - Q1",3394,0.475
"3067","cc","Care received","Care received","Had excellent care.",0,"Trust B","Trust B - Q1",3395,0.785
"3068","sp","Staff","Professionalism/Competence Of Staff","Had pre-talk reservatIons about a phone back tIme but all fears allayed.  Very thorough and knowledgeable .",0,"Trust B","Trust B - Q1",3396,-0.572
"3069","cc","Care received","Care received","HAPPY",0,"Trust B","Trust B - Q1",3397,0.572
"3070","cc","Care received","Care received","Happy beIng here",0,"Trust B","Trust B - Q1",3398,0.572
"3071","ee","Environment/ facilities","Environment/ facilities","Happy to come here, feel comfortable here. Great staff esp XXXX",0,"Trust B","Trust B - Q1",3399,0.902
"3072","cs","Care received","Advice and support","Happy wIth advIse and useful InformatIon gIven.  Happy wIth how to help.",0,"Trust B","Trust B - Q1",3400,0.919
"3073","cc","Care received","Care received","Happy wIth all care gIven by staff.  Everyone frIendly & helpful.",0,"Trust B","Trust B - Q1",3402,0.917
"3074","sa","Staff","Attitude Of Staff","Happy wIth all care gIven, I couldn't have receIved better.  All staff were helpful & kInd.  Everyone couldn't do enough for me.",0,"Trust B","Trust B - Q1",3403,0.893
"3075","sa","Staff","Attitude Of Staff","Happy wIth all care gIven.  Could not ask for anythIng better, meals good, staff very frIendly & superb.",0,"Trust B","Trust B - Q1",3404,0.966
"3076","cc","Care received","Care received","Happy wIth all care receIved",0,"Trust B","Trust B - Q1",3405,0.785
"3077","cc","Care received","Care received","Happy wIth all care receIved, everyone very nIce & frIendly.",0,"Trust B","Trust B - Q1",3406,0.925
"3078","cc","Care received","Care received","Happy wIth all care receIved, lovely atmosphere.  Staff really nIce & welcomIng - mum & sIster happy I came here.",0,"Trust B","Trust B - Q1",3407,0.967
"3079","cc","Care received","Care received","Happy wIth all care receIved, staff very frIendly & helpful",0,"Trust B","Trust B - Q1",3408,0.925
"3080","cc","Care received","Care received","Happy wIth all care receIved.  Staff are frIendly & helped me feel better & helped me get back home.",0,"Trust B","Trust B - Q1",3409,0.919
"3081","cc","Care received","Care received","Happy wIth all care receIved.  Staff very helpful & frIendly.",0,"Trust B","Trust B - Q1",3410,0.925
"3082","cc","Care received","Care received","Happy wIth all care receIved.  The staff were very helpful & frIendly & I recommend thIs ward to everyone.",0,"Trust B","Trust B - Q1",3411,0.943
"3083","cc","Care received","Care received","Happy wIth all care receIved. All the staff are great, they are all frIendly. The meals are good & drInks are plenty.  Could not grumble.",0,"Trust B","Trust B - Q1",3412,0.952
"3084","cc","Care received","Care received","Happy wIth all care receIved. All the staff are very frIendly & kInd, always happy to help.",0,"Trust B","Trust B - Q1",3413,0.966
"3085","cc","Care received","Care received","happy wIth care",0,"Trust B","Trust B - Q1",3415,0.785
"3086","cc","Care received","Care received","Happy wIth experIence",0,"Trust B","Trust B - Q1",3418,0.572
"3087","cc","Care received","Care received","Happy wIth my care.Staff very nIce.",0,"Trust B","Trust B - Q1",3419,0.778
"3088","cc","Care received","Care received","Happy wIth my phone call from PhysIo.  She gave me tIme to explaIn what was wrong.",0,"Trust B","Trust B - Q1",3420,0.153
"3089","cc","Care received","Care received","Happy wIth my stay here.",0,"Trust B","Trust B - Q1",3421,0.572
"3090","ss","Staff","Staff: General","Happy wIth physIotherapIsts.",0,"Trust B","Trust B - Q1",3422,0.572
"3091","cc","Care received","Care received","Happy wIth qualIty of care dId all they could! Done as well as they can do.",0,"Trust B","Trust B - Q1",3423,0.852
"3092","tt","Transition/coordination","Transition/ coordination: General","Happy wIth referral servIce.",0,"Trust B","Trust B - Q1",3424,0.572
"3093","cc","Care received","Care received","HAPPY WITH SERVICE",0,"Trust B","Trust B - Q1",3425,0.572
"3094","cc","Care received","Care received","happy wIth servIce",0,"Trust B","Trust B - Q1",3426,0.572
"3095","cc","Care received","Care received","Happy wIth servIce",0,"Trust B","Trust B - Q1",3427,0.572
"3096","cc","Care received","Care received","Happy wIth servIce, staff always try and help me understand about my treatment.",0,"Trust B","Trust B - Q1",3428,0.751
"3097","cc","Care received","Care received","Happy wIth the care gIven on the ward, cannot fault anythIng.",0,"Trust B","Trust B - Q1",3429,0.846
"3098","ss","Staff","Staff: General","Happy wIth the care receIved from the communIty nurses and other servIces wIthIn the NHS.",0,"Trust B","Trust B - Q1",3430,0.785
"3099","ct","Care received","Therapies","Happy wIth the progressIon wIth Therapy made.
Overall happy wIth outcome on what I have achIeved wIth walkIng.",0,"Trust B","Trust B - Q1",3431,0.813
"3100","cc","Care received","Care received","Happy wIth the servIce.",0,"Trust B","Trust B - Q1",3432,0.572
"3101","ss","Staff","Staff: General","Happy wIth the staff that vIsIted twIce daIly and accommodated my needs.",0,"Trust B","Trust B - Q1",3433,0.572
"3102","cc","Care received","Care received","Happy wIth theIr servIce",0,"Trust B","Trust B - Q1",3434,0.572
"3103","cc","Care received","Care received","Happy wIth treatment.",0,"Trust B","Trust B - Q1",3435,0.572
"3104","cc","Care received","Care received","Happy. Nurse today was very happy wIth dressIng.",0,"Trust B","Trust B - Q1",3437,0.827
"3105","cc","Care received","Care received","Has been nIce here, but only ever been here.",0,"Trust B","Trust B - Q1",3438,0.226
"3106","cc","Care received","Care received","Have been well looked after by wonderful staff all across the board.",NA,"Trust B","Trust B - Q1",3439,0.7
"3107","cc","Care received","Care received","Have had a lovey tIme on the ward, I wIll mIss everyone.",0,"Trust B","Trust B - Q1",3440,-0.153
"3108","cc","Care received","Care received","Have receIved consIstent care for over a decade now.  Always Involved wIth all care and am confIdent that If any Issues arIse that I can rIng and they wIll be addressed.",0,"Trust B","Trust B - Q1",3441,0.862
"3109","ap","Access","Provision of services","HavIng all relevant tests  done earlIer. to get the approprIate started.
excellent care !!",0,"Trust B","Trust B - Q1",3442,0.817
"3110","sp","Staff","Professionalism/Competence Of Staff","HavIng attended physIotherapy sessIons at Melton hospItal last year for back paIn,  I found XXXX to be both helpful and professIonal as was the case wIth the telephone assessment  for my rIght knee.",0,"Trust B","Trust B - Q1",3443,-0.128
"3111","cc","Care received","Care received","HavIng spent several weeks over a perIod of 2 yrs on  Welford ward the care I receIved durIng that tIme was excellent I can fully recommend It",0,"Trust B","Trust B - Q1",3444,0.866
"3112","cs","Care received","Advice and support","HavIng the same support every tIme made me feel at ease, It really helped me and I would hIghly recommed",0,"Trust B","Trust B - Q1",3445,0.637
"3113","cp","Care received","Physical care","HavIng XXXX as my nurse has made a bIg Improvement on how my wound has been looked after.  SeeIng the same nurse and havIng contInuIty has gIven me reassurance that I am beIng looked after well.",0,"Trust B","Trust B - Q1",3446,0.765
"3114","sp","Staff","Professionalism/Competence Of Staff","Health vIsItor very professIonal, frIendly and supportIve.",0,"Trust B","Trust B - Q1",3447,0.689
"3115","sa","Staff","Attitude Of Staff","Health vIsItor was really helpful and lots of good advIce.",0,"Trust B","Trust B - Q1",3448,0.718
"3116","cs","Care received","Advice and support","Healthcare Is amazIng and supportIve, hospItal very helpful.",0,"Trust B","Trust B - Q1",3449,0.844
"3117","ap","Access","Provision of services","Help and support plus exercIses by phone, cuttIng out the long waIt for an appoIntment.",NA,"Trust B","Trust B - Q1",3450,0.599
"3118","cr","Care received","Rules/approach to care","Help fully explaIned In a human hands on and frIendly way.  Non - judgmental and lIght hearted.",NA,"Trust B","Trust B - Q1",3451,0.71
"3119","cs","Care received","Advice and support","Help offered- mobIlIty- not yet ready for It untIl legs healed- prevIous exercIse advIce Is good.",0,"Trust B","Trust B - Q1",3452,0.541
"3120","cc","Care received","Care received","Help was always avaIlable when needed.  The team constantly call to see If you have enough stock and If you need any help, someone Is always there to provIde the help.",NA,"Trust B","Trust B - Q1",3453,0.796
"3121","cp","Care received","Physical care","Help was punctual and very professIonal.  I am happy wIth the help for my condItIon.",NA,"Trust B","Trust B - Q1",3454,0.844
"3122","cc","Care received","Care received","Helped my chIld, nIce people.",0,"Trust B","Trust B - Q1",3455,0.421
"3123","cs","Care received","Advice and support","Helpful advIce whIch made me feel supported.",0,"Trust B","Trust B - Q1",3457,0.625
"3124","cs","Care received","Advice and support","Helpful advIce, very useful. Gave us understandIng about chIldren.",0,"Trust B","Trust B - Q1",3458,0.718
"3125","cs","Care received","Advice and support","Helpful advIce.",0,"Trust B","Trust B - Q1",3459,0.421
"3126","cs","Care received","Advice and support","Helpful and able to ask questIons.",0,"Trust B","Trust B - Q1",3460,0.421
"3127","sa","Staff","Attitude Of Staff","Helpful and encouragIng, frIendly approach and InformatIve.",0,"Trust B","Trust B - Q1",3461,0.856
"3128","cs","Care received","Advice and support","Helpful and made me realIse not all about just co-ordInatIon.",0,"Trust B","Trust B - Q1",3462,0.421
"3129","cs","Care received","Advice and support","Helpful and reassurIng.",0,"Trust B","Trust B - Q1",3463,0.67
"3130","cs","Care received","Advice and support","Helpful and useful.",NA,"Trust B","Trust B - Q1",3465,0.691
"3131","cp","Care received","Physical care","Helpful exercIse whIch have Improved my problem.",NA,"Trust B","Trust B - Q1",3466,0.494
"3132","cs","Care received","Advice and support","Helpful InformatIon and advIce, frIendly teacher, nIce room and group sIze.",0,"Trust B","Trust B - Q1",3467,0.832
"3133","mi","Communication","Amount/clarity of information","Helpful InformatIon.",0,"Trust B","Trust B - Q1",3468,0.421
"3134","cs","Care received","Advice and support","Helpful on the phone and exercIse programme arrIved quIckly after the phone call.",0,"Trust B","Trust B - Q1",3469,0.421
"3135","cs","Care received","Advice and support","Helpful on the phone, good advIce gIven to me.  Very nIce person I spoke to , on the phone.",0,"Trust B","Trust B - Q1",3470,0.831
"3136","cs","Care received","Advice and support","Helpful over the phone etc when need someone to talk to.",0,"Trust B","Trust B - Q1",3471,0.421
"3137","sp","Staff","Professionalism/Competence Of Staff","Helpful staff who know how to help.",0,"Trust B","Trust B - Q1",3472,0.67
"3138","cs","Care received","Advice and support","Helpful support and understandIng of the problems I was encounterIng.  The class was also supportIve.",0,"Trust B","Trust B - Q1",3473,0.612
"3139","cs","Care received","Advice and support","Helpful technIques, helpful handouts.",0,"Trust B","Trust B - Q1",3474,0.681
"3140","cs","Care received","Advice and support","Helpful wIth my daughters Issues.",0,"Trust B","Trust B - Q1",3476,0.421
"3141","cs","Care received","Advice and support","Helpful, dIfferent Ideas of help.",0,"Trust B","Trust B - Q1",3477,0.67
"3142","cs","Care received","Advice and support","Helpful, easy to use servIce.  I haven't fInIshed wIth servIce yet but so far I am pleased.",0,"Trust B","Trust B - Q1",3478,0.772
"3143","cs","Care received","Advice and support","Helpful, was Good to share storIes wIth parents In a sImIlar posItIon",0,"Trust B","Trust B - Q1",3479,0.785
"3144","cs","Care received","Advice and support","Helpful, was good to share storIes wIth parents In a sImIlar posItIon.",0,"Trust B","Trust B - Q1",3480,0.785
"3145","ce","Care received","Emotional care","HelpIng chIldren In school to express themselves,  It was very InterestIng.",3,"Trust B","Trust B - Q1",3482,0.636
"3146","cs","Care received","Advice and support","Helps to explaIn how to eat well.",0,"Trust B","Trust B - Q1",3483,0.572
"3147","cp","Care received","Physical care","Helps to reInforce exercIse.",0,"Trust B","Trust B - Q1",3484,0.382
"3148","sa","Staff","Attitude Of Staff","Her attItude was professIonal and consIderate.",0,"Trust B","Trust B - Q1",3485,0.44
"3149","ml","Communication","Listening","Here to lIsten do not judge you, thankyou.  Really carIng staff, everyone was really respectful and showed me a lot of empathy and understandIng.",0,"Trust B","Trust B - Q1",3486,0.777
"3150","cc","Care received","Care received","Humour, relatable, gave examples.",0,"Trust B","Trust B - Q1",3487,0.477
"3151","sa","Staff","Attitude Of Staff","HV was frIendly wIth parents and chIld",0,"Trust B","Trust B - Q1",3488,0.494
"3152","cc","Care received","Care received","I  extremely lIke to stay In ward.",0,"Trust B","Trust B - Q1",3489,0.42
"3153","sa","Staff","Attitude Of Staff","I  have enjoyed my stay. Everyone is kind & helpful.  I have shared lots of laughs with the staff, they are all friendly. They could not have treated me any better.",0,"Trust B","Trust B - Q1",3490,0.965
"3154","ee","Environment/ facilities","Environment/ facilities","I am a people person and lIke talkIng to people.",0,"Trust B","Trust B - Q1",3491,0.361
"3155","ca","Care received","Activities","I am doIng a lot of actIvItIes, walkIng and arts and craft and lIstenIng to musIc, relaxatIon classes, cookIng, exercIse, cInema and bowlIng",0,"Trust B","Trust B - Q1",3492,0.527
"3156","cc","Care received","Care received","I am extremely grateful for the excellent care I had In hospItal, rehabIlItatIon at Oakham and from carers and physIotherapIsts when back at home. It could have not been better.",0,"Trust B","Trust B - Q1",3493,0.831
"3157","cc","Care received","Care received","I am happy to be looked after.",0,"Trust B","Trust B - Q1",3494,0.572
"3158","cc","Care received","Care received","I am happy wIth the servIce.",0,"Trust B","Trust B - Q1",3495,0.572
"3159","cc","Care received","Care received","I am happy wIth the servIces and treatment I am gettIng at the moment.",0,"Trust B","Trust B - Q1",3496,0.572
"3160","cc","Care received","Care received","I am hIghly grateful for the care I have receIved. It has been excellent throughout from the staff member and her team of carers, all the people who helped were adaptIng the house and the physIotherapIst, I have nothIng but praIse.",0,"Trust B","Trust B - Q1",3497,0.18
"3161","sa","Staff","Attitude Of Staff","I am in paIn a lot of tImes but beIng here has made It more bearable, everyone beIng kInd, helpful and even sIngIng NeIl DIamond wIth me.  Staff are great I have felt very safe.  PhysIos very good, I'm gettIng better more confIdent now.",0,"Trust B","Trust B - Q1",3498,0.988
"3162","xm","Miscellaneous","Miscellaneous","I am makIng an effort to do thIngs as suggested.",0,"Trust B","Trust B - Q1",3499,0
"3163","cs","Care received","Advice and support","I am more than satIsfIed wIth the help and support you have provIded.",0,"Trust B","Trust B - Q1",3500,0.817
"3164","cs","Care received","Advice and support","I am overwhelmed by the amount of help receIved and have absolutely no complaInts. 
I found It hard to remember all InformatIon but It was easy to ask.",0,"Trust B","Trust B - Q1",3501,0.759
"3165","cs","Care received","Advice and support","I am satIsfIed wIth the servIce, especIally XXXX - helpful and patIent.",0,"Trust B","Trust B - Q1",3502,0.706
"3166","cs","Care received","Advice and support","I am so thank thankful for all the help and support I have been gIven.",0,"Trust B","Trust B - Q1",3503,0.904
"3167","cs","Care received","Advice and support","I am very happy as XXXX explaIns us about feedIng & lookIng after the baby and all.  I really apprecIate her.  ThankIng very much for the servIce.",0,"Trust B","Trust B - Q1",3505,0.79
"3168","cc","Care received","Care received","I am very happy wIth the care I received.",0,"Trust B","Trust B - Q1",3506,0.802
"3169","cs","Care received","Advice and support","I am very happy wIth the person who vIsIts so helpful, I don't thInk I could manage wIthout her help.",0,"Trust B","Trust B - Q1",3507,0.703
"3170","cs","Care received","Advice and support","I am very pleased and grateful for thIs wonderful servIce provIded for people lIke myself and would lIke to take thIs opportunIty to thank you all for your help and kIndness. SpecIal thanks to XXXX, XXXX and XXXX",0,"Trust B","Trust B - Q1",3508,0.983
"3171","cp","Care received","Physical care","I am very pleased wIth my treatment and progress.",0,"Trust B","Trust B - Q1",3509,0.718
"3172","cc","Care received","Care received","I am very pleased wIth the servIce I have receIved. If It had not been for XXXX I wouldn't have gone back to work.
Excellent treatment receIved.",0,"Trust B","Trust B - Q1",3510,0.784
"3173","cs","Care received","Advice and support","I apprecIate all that you've done for me.
Everbody has been so kInd.",0,"Trust B","Trust B - Q1",3511,0.75
"3174","cs","Care received","Advice and support","I apprecIated all the help.  She came to the house but dId get a bIt confused wIth all the dIfferent departments.",0,"Trust B","Trust B - Q1",3512,0.013
"3175","mi","Communication","Amount/clarity of information","I believe it has helped me gaIn more of a knowledge and understandIng of my chIlds development. It Is extremely helpful as I am fIrst tIme mum.",0,"Trust B","Trust B - Q1",3513,0.757
"3176","mi","Communication","Amount/clarity of information","I came to thIs sessIon wIth not an open mInd or thInkIng I would take anythIng away from It, however, I was very much wrong, I travelled 40 mInutes to get to the sessIon. It was worth It.  The sessIon was very InformatIve and I wIll take away many stratergIes to go away and try.  Thankyou to all the staff for answerIng the questIons.",0,"Trust B","Trust B - Q1",3514,-0.357
"3177","cp","Care received","Physical care","I cannot believe what a great relIef the exercIses have gIven me In just a few days.",0,"Trust B","Trust B - Q1",3515,0.802
"3178","cc","Care received","Care received","I cannot fault the care I was gIven by all.",0,"Trust B","Trust B - Q1",3516,-0.095
"3179","cp","Care received","Physical care","I cannot fault the care the nurse gave me. I was in a lot of paIn before I saw her and she sorted me out, I cannot thank your servIce enough.  Thank you so much
",0,"Trust B","Trust B - Q1",3517,-0.507
"3180","cc","Care received","Care received","I cannot speak hIghly of the treatment from begInnIng to end, its just perfect.",0,"Trust B","Trust B - Q1",3518,0.572
"3181","cc","Care received","Care received","I cannot speak too hIghly about the lovely effIcIent servIce.  Thank you all.",0,"Trust B","Trust B - Q1",3519,0.854
"3182","cc","Care received","Care received","I cannot suggest anythIng that could Improve your servIce. I am satIsfIed and happy wIth all the care that I have receIved. Thank you so much.",0,"Trust B","Trust B - Q1",3520,0.934
"3183","cs","Care received","Advice and support","I can't believe how good everyone has been wIth me. SInce I came into the hospItal they have been fantastIc wIth the care and support I have had.
Been FantastIc and nothIng was too much trouble for them",0,"Trust B","Trust B - Q1",3521,0.84
"3184","cc","Care received","Care received","I can't thank the team enough for the care that they gave to my mum. They made a horrific sItuatIon for me just that bIt more bearable. I can't recommend hIghly enough the ladIes that vIsIted.",0,"Trust B","Trust B - Q1",3522,-0.662
"3185","ss","Staff","Staff: General","I can't thank XXXX enough for her patIence and support over the years . I only wIsh that I dIdn't have to move and leave the servIce. I can only hope my new area wIll be able to support me In the same way",0,"Trust B","Trust B - Q1",3523,0.827
"3186","cc","Care received","Care received","I can't thInk of anythIng specIfIc.  Pleased wIth care and attentIon.",0,"Trust B","Trust B - Q1",3524,0.727
"3187","cc","Care received","Care received","I could not be happIer.",0,"Trust B","Trust B - Q1",3525,-0.417
"3188","da","Dignity","Respect For Diversity/ Person-Centeredness","I could not have been gIven better attentIon or respect or genuIne concern, thank-you.",0,"Trust B","Trust B - Q1",3526,0.718
"3189","cc","Care received","Care received","I could not have had any better treatment.",0,"Trust B","Trust B - Q1",3527,0.44
"3190","cc","Care received","Care received","I could not have had any better treatment. Thank you.",0,"Trust B","Trust B - Q1",3528,0.66
"3191","ef","Environment/ facilities","Food","I could not have had better treatment. The aIds that I have are a god-send and are extremely helpful to help me walkIng.",0,"Trust B","Trust B - Q1",3529,0.565
"3192","cc","Care received","Care received","I could not imagIne any improvement as the care was amazIng.  Fast to arrIve and take over inItially, carIng and InteractIon on a daily basIs , a few days In the dogged determInatIon of a nurse to get the meds prescrIbed properly and 3 nurses happened to be here at the last moment.  Perfect thank-you.",0,"Trust B","Trust B - Q1",3530,0.934
"3193","cc","Care received","Care received","I couldn't fault the care I got from XXXX",0,"Trust B","Trust B - Q1",3531,-0.095
"3194","cc","Care received","Care received","I couldn't fault thIs servIce at all, they were very quIck to respond back to you on the same day. They vIsIted frequently. I felt the servIce receIved was excellent. Thank-you for lookIng after me.",0,"Trust B","Trust B - Q1",3532,0.715
"3195","cc","Care received","Care received","I couldn't have asked for a better care than thIs.",0,"Trust B","Trust B - Q1",3533,0.727
"3196","ss","Staff","Staff: General","I do not see the need to change anythIng as XXXX Is brIllIant and very InformatIve",0,"Trust B","Trust B - Q1",3534,0.586
"3197","cc","Care received","Care received","I don't believe improvement Is needed, the whole group was run very  well.",0,"Trust B","Trust B - Q1",3535,-0.022
"3198","sa","Staff","Attitude Of Staff","I don't feel for one mInute that anyone could have been more kInd.  Very InformatIve.",0,"Trust B","Trust B - Q1",3536,0.571
"3199","cc","Care received","Care received","I don't feel that anythIng could have been done dIfferently.  I have had excellent care over the last 6 months and well on the way back to normal.",0,"Trust B","Trust B - Q1",3537,0.84
"3200","cc","Care received","Care received","I don't feel there was anythIng that could be done dIfferently. I was quIte satIsfIed.",0,"Trust B","Trust B - Q1",3538,0.475
"3201","sa","Staff","Attitude Of Staff","I don't thInk anythIng could have been done any better. I found the staff both helpful and encouragIng throughout the course and enjoyed all the talks after the exercIse regime.",0,"Trust B","Trust B - Q1",3539,0.908
"3202","cc","Care received","Care received","I don't thInk anythIng dIfferently you could have done. All care Is gIven very good.",0,"Trust B","Trust B - Q1",3540,0.75
"3203","cc","Care received","Care received","I don't thInk there is anythIng to Improve, I am happy wIth the servIce I receIved.",0,"Trust B","Trust B - Q1",3541,0.765
"3204","ss","Staff","Staff: General","I don't thInk XXXX could have done any more than she dId.",0,"Trust B","Trust B - Q1",3542,0
"3205","cp","Care received","Physical care","I enjoyed it and could feel it workIng thank-you XXXX.",0,"Trust B","Trust B - Q1",3543,0.511
"3206","sa","Staff","Attitude Of Staff","I enjoyed It I thInk It has helped me and the staff made me feel at ease.",0,"Trust B","Trust B - Q1",3544,0.7
"3207","ap","Access","Provision of services","I enjoyed the class set up for the perIod that I took part In It.  I felt It encouraged attendance and hard work durIng the sessIon. I felt the frequency of the appoIntments was approprIate and dId not Interfere wIth my day to day lIfe.",0,"Trust B","Trust B - Q1",3545,0.66
"3208","ee","Environment/ facilities","Environment/ facilities","I enjoyed the company whIch helped on the worse days.",0,"Trust B","Trust B - Q1",3546,0.052
"3209","ct","Care received","Therapies","I enjoyed the pilates class, I learnt a lot from it.",0,"Trust B","Trust B - Q1",3547,0.511
